Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type
4203,8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,1
4204,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,1
4205,10.2,0.42,0.57,3.4,0.07,4,10,0.9971,3.04,0.63,9.6,1
4206,9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,1
4207,7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,1
4208,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,1
4209,10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,1
4210,6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10,1
4211,7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,1
4212,6.9,0.765,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9,1
4213,6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,1
4214,9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,1
4215,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,1
4216,7.9,0.37,0.23,1.8,0.077,23,49,0.9963,3.28,0.67,9.3,1
4217,6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,1
4218,9.7,0.32,0.54,2.5,0.094,28,83,0.9984,3.28,0.82,9.6,1
4219,6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,1
4220,9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,1
4221,8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,1
4222,5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,1
4223,7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,1
4224,8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,1
4225,7.7,0.835,0,2.6,0.081,6,14,0.9975,3.3,0.52,9.3,1
4226,6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,1
4227,8,0.52,0.03,1.7,0.07,10,35,0.99575,3.34,0.57,10,1
4228,8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,1
4229,9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,1
4230,11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,1
4231,5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,1
4232,8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,1
4233,8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,1
4234,7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,1
4235,7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,1
4236,6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,1
4237,11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,1
4238,8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,1
4239,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,1
4240,9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,1
4241,7.9,0.33,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3,1
4242,7.3,0.58,0.3,2.4,0.074,15,55,0.9968,3.46,0.59,10.2,1
4243,10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,1
4244,9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,1
4245,9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,1
4246,11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,1
4247,6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,1
4248,6.8,0.61,0.2,1.8,0.077,11,65,0.9971,3.54,0.58,9.3,1
4249,7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,1
4250,7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,1
4251,7.6,0.62,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4,1
4252,8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,1
4253,7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,1
4254,8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,1
4255,7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,1
4256,10.3,0.34,0.52,2.8,0.159,15,75,0.9998,3.18,0.64,9.4,1
4257,8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,1
4258,6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,1
4259,7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,1
4260,7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,1
4261,5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,1
4262,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,1
4263,5.6,0.31,0.37,1.4,0.074,12,96,0.9954,3.32,0.58,9.2,1
4264,7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,1
4265,6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,1
4266,7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,1
4267,8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,1
4268,7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,1
4269,11.4,0.625,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,1
4270,8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,1
4271,6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,1
4272,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,1
4273,9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,1
4274,8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,1
4275,8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,1
4276,9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,1
4277,8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,1
4278,5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,1
4279,8.9,0.59,0.5,2,0.337,27,81,0.9964,3.04,1.61,9.5,1
4280,7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,1
4281,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,1
4282,10.8,0.5,0.46,2.5,0.073,5,27,1.0001,3.05,0.64,9.5,1
4283,7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,1
4284,8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,1
4285,8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,1
4286,10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,1
4287,11.9,0.58,0.66,2.5,0.072,6,37,0.9992,3.05,0.56,10,1
4288,7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,1
4289,6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,1
4290,8.5,0.49,0.11,2.3,0.084,9,67,0.9968,3.17,0.53,9.4,1
4291,5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,1
4292,8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,1
4293,6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,1
4294,10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,1
4295,7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,1
4296,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,1
4297,10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,1
4298,7.6,0.9,0.06,2.5,0.079,5,10,0.9967,3.39,0.56,9.8,1
4299,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,1
4300,6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,1
4301,8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,1
4302,7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,1
4303,5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,1
4304,7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,1
4305,7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,1
4306,7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,1
4307,6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,1
4308,8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,1
4309,12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,1
4310,9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,1
4311,8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,1
4312,6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,1
4313,10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,1
4314,6.1,0.38,0.15,1.8,0.072,6,19,0.9955,3.42,0.57,9.4,1
4315,6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,1
4316,8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,1
4317,11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,1
4318,7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,1
4319,9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,1
4320,8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,1
4321,9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,1
4322,8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,1
4323,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,1
4324,6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,1
4325,5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,1
4326,6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8,1
4327,7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,1
4328,7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,1
4329,7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,1
4330,6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,1
4331,9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,1
4332,8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,1
4333,10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,1
4334,11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,1
4335,11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,1
4336,11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,1
4337,7.3,0.67,0.26,1.8,0.401,16,51,0.9969,3.16,1.14,9.4,1
4338,7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,1
4339,6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,1
4340,8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,1
4341,7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,1
4342,8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,1
4343,7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,1
4344,6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,1
4345,10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,1
4346,7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,1
4347,10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,1
4348,8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,1
4349,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,1
4350,5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,1
4351,6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,1
4352,11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,1
4353,6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,1
4354,6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,1
4355,7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,1
4356,9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,1
4357,13.2,0.38,0.55,2.7,0.081,5,16,1.0006,2.98,0.54,9.4,1
4358,6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,1
4359,8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,1
4360,7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,1
4361,8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,1
4362,7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1,1
4363,8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,1
4364,7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4,1
4365,9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,1
4366,7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,1
4367,9.7,0.55,0.17,2.9,0.087,20,53,1.0004,3.14,0.61,9.4,1
4368,6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,1
4369,6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,1
4370,6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,1
4371,8,0.745,0.56,2,0.118,30,134,0.9968,3.24,0.66,9.4,1
4372,7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,1
4373,8,0.59,0.16,1.8,0.065,3,16,0.9962,3.42,0.92,10.5,1
4374,7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,1
4375,6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,1
4376,10.9,0.37,0.58,4,0.071,17,65,0.99935,3.22,0.78,10.1,1
4377,7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,1
4378,9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,1
4379,6.6,0.8,0.03,7.8,0.079,6,12,0.9963,3.52,0.5,12.2,1
4380,9.6,0.56,0.31,2.8,0.089,15,46,0.9979,3.11,0.92,10,1
4381,6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,1
4382,7.5,0.63,0.12,5.1,0.111,50,110,0.9983,3.26,0.77,9.4,1
4383,8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,1
4384,7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,1
4385,7.1,0.71,0,1.9,0.08,14,35,0.9972,3.47,0.55,9.4,1
4386,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,1
4387,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,1
4388,8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3,1
4389,6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,1
4390,7.8,0.645,0,5.5,0.086,5,18,0.9986,3.4,0.55,9.6,1
4391,9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,1
4392,6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,1
4393,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,1
4394,8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,1
4395,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,1
4396,12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,1
4397,8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,1
4398,9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,1
4399,10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,1
4400,8,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,1
4401,8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,1
4402,10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,1
4403,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,1
4404,8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,1
4405,8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,1
4406,9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,1
4407,6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,1
4408,7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,1
4409,6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,1
4410,9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,1
4411,7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,1
4412,8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,1
4413,10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,1
4414,10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,1
4415,7.5,0.52,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5,1
4416,10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,1
4417,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,1
4418,6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,1
4419,8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,1
4420,7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,1
4421,6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,1
4422,8.5,0.28,0.56,1.8,0.092,35,103,0.9969,3.3,0.75,10.5,1
4423,7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,1
4424,9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,1
4425,8.2,0.5,0.35,2.9,0.077,21,127,0.9976,3.23,0.62,9.4,1
4426,9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,1
4427,10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,1
4428,9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,1
4429,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,1
4430,7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,1
4431,11.4,0.36,0.69,2.1,0.09,6,21,1,3.17,0.62,9.2,1
4432,10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,1
4433,9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,1
4434,7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8,1
4435,7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,1
4436,5.9,0.44,0,1.6,0.042,3,11,0.9944,3.48,0.85,11.7,1
4437,7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,1
4438,9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,1
4439,9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,1
4440,6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,1
4441,8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,1
4442,9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,1
4443,7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,1
4444,9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,1
4445,9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10,1
4446,7.6,0.39,0.31,2.3,0.082,23,71,0.9982,3.52,0.65,9.7,1
4447,9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,1
4448,9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,1
4449,10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,1
4450,9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,1
4451,7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,1
4452,7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,1
4453,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,1
4454,7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,1
4455,9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,1
4456,9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,1
4457,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,1
4458,7.3,0.55,0.03,1.6,0.072,17,42,0.9956,3.37,0.48,9,1
4459,6.4,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,1
4460,9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,1
4461,6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1,1
4462,5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,1
4463,11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11,1
4464,6.6,0.705,0.07,1.6,0.076,6,15,0.9962,3.44,0.58,10.7,1
4465,8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,1
4466,9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,1
4467,7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,1
4468,6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,1
4469,7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,1
4470,9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,1
4471,7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,1
4472,6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,1
4473,6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,1
4474,6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.233333333,1
4475,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,1
4476,7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,1
4477,8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,1
4478,7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,1
4479,6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7,1
4480,7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2,1
4481,6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,1
4482,9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,1
4483,6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,1
4484,11.9,0.58,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10,1
4485,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,1
4486,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,1
4487,10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,1
4488,7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,1
4489,12.4,0.49,0.58,3,0.103,28,99,1.0008,3.16,1,11.5,1
4490,7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,1
4491,11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,1
4492,10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8,1
4493,6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,1
4494,5,1.02,0.04,1.4,0.045,41,85,0.9938,3.75,0.48,10.5,1
4495,9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,1
4496,9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,1
4497,8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,1
4498,5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,1
4499,10.2,0.41,0.43,2.2,0.11,11,37,0.99728,3.16,0.67,10.8,1
4500,7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,1
4501,8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6,1
4502,8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,1
4503,6.2,0.45,0.2,1.6,0.069,3,15,0.9958,3.41,0.56,9.2,1
4504,7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2,1
4505,6.3,0.3,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3,1
4506,7,0.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,1
4507,9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,1
4508,8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,1
4509,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,1
4510,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,1
