FIPS,State,County,2010 Census Population,"Population Estimate, 2011","Population Estimate, 2012","Population Estimate, 2013","Population Estimate, 2014","Population Estimate, 2015","Population Estimate, 2016"
50011, Vermont,Franklin ,47746,48168,48259,48304,48714,48935,48915
50013, Vermont,Grand Isle ,6970,6982,6975,6986,6973,6872,6919
50015, Vermont,Lamoille ,24475,24693,24941,25089,25112,25204,25333
50017, Vermont,Orange ,28936,29051,28947,28873,28868,28878,28919
50019, Vermont,Orleans ,27231,27186,27170,27180,27080,27088,26863
50021, Vermont,Rutland ,61642,61255,60895,60574,60179,59706,59310
50023, Vermont,Washington ,59534,59567,59377,59223,59003,58706,58504
50025, Vermont,Windham ,44513,44237,44007,43887,43733,43275,43145
50027, Vermont,Windsor ,56670,56662,56233,56147,55922,55672,55496
51001, Virginia,Accomack ,33164,33292,33324,33012,33024,32995,32947
51003, Virginia,Albemarle ,98970,100621,101920,102799,104235,105603,106878
51005, Virginia,Alleghany ,16250,16335,16239,16193,15884,15685,15595
51007, Virginia,Amelia ,12690,12754,12731,12687,12764,12869,12913
51009, Virginia,Amherst ,32353,32127,32458,32209,32060,31636,31633
51011, Virginia,Appomattox ,14973,15017,15154,15239,15273,15428,15475
51013, Virginia,Arlington ,207627,216504,221625,225187,225702,227897,230050
51015, Virginia,Augusta ,73750,73841,73807,74113,74198,74537,74997
51017, Virginia,Bath ,4731,4662,4644,4608,4560,4502,4476
51019, Virginia,Bedford ,68676,75553,75776,76192,77087,77648,77960
51021, Virginia,Bland ,6824,6769,6699,6685,6600,6565,6513
51023, Virginia,Botetourt ,33148,33068,33182,33040,33128,33378,33231
51025, Virginia,Brunswick ,17434,17144,17040,16636,16473,16473,16243
51027, Virginia,Buchanan ,24098,23940,23920,23691,23223,22780,22178
51029, Virginia,Buckingham ,17146,17176,17048,17142,16916,16996,17048
51031, Virginia,Campbell ,54842,54932,54910,55102,55182,55161,54952
51033, Virginia,Caroline ,28545,28709,28987,29294,29803,29940,30178
51035, Virginia,Carroll ,30042,30085,29920,29856,29622,29736,29531
51036, Virginia,Charles City ,7256,7244,7165,7106,7016,7072,7071
51037, Virginia,Charlotte ,12586,12510,12414,12285,12155,12177,12129
51041, Virginia,Chesterfield ,316236,320493,324124,327985,332537,335539,339009
51043, Virginia,Clarke ,14034,14194,14267,14269,14334,14291,14374
51045, Virginia,Craig ,5190,5230,5200,5191,5233,5193,5158
51047, Virginia,Culpeper ,46689,47335,47778,48462,49068,49369,50083
51049, Virginia,Cumberland ,10052,10010,9848,9834,9816,9696,9652
51051, Virginia,Dickenson ,15903,15764,15674,15464,15281,15135,14968
51053, Virginia,Dinwiddie ,28001,28197,28306,28228,28129,27967,28144
51057, Virginia,Essex ,11151,11197,11156,11180,11071,11122,11123
51059, Virginia,Fairfax ,1081726,1105410,1120382,1132543,1135388,1137472,1138652
51061, Virginia,Fauquier ,65203,66153,66677,67302,68379,68696,69069
51063, Virginia,Floyd ,15279,15419,15449,15533,15584,15640,15731
51065, Virginia,Fluvanna ,25691,25965,25898,25851,26009,26199,26271
51067, Virginia,Franklin ,56159,56391,56327,56298,56228,56229,56069
51069, Virginia,Frederick ,78305,79529,80238,81316,82454,83177,84421
51071, Virginia,Giles ,17286,17115,16979,16946,16808,16767,16857
51073, Virginia,Gloucester ,36858,36904,36909,36806,37120,37058,37214
51075, Virginia,Goochland ,21717,21436,21340,21637,21934,22315,22668
51077, Virginia,Grayson ,15533,15412,15232,15230,15161,15169,15107
51079, Virginia,Greene ,18403,18727,18851,18894,19102,19206,19371
51081, Virginia,Greensville ,12243,12004,11745,11644,11527,11869,11706
51083, Virginia,Halifax ,36241,36017,35791,35393,35219,35128,34992
51085, Virginia,Hanover ,99863,99976,100421,101167,101846,103171,104392
51087, Virginia,Henrico ,306935,310844,315877,319402,322685,325142,326501
51089, Virginia,Henry ,54151,53380,52950,52659,52168,51821,51445
51091, Virginia,Highland ,2321,2285,2252,2223,2252,2208,2216
51093, Virginia,Isle of Wight ,35270,35319,35431,35665,36048,36393,36596
51095, Virginia,James City ,67009,68200,69326,70585,72104,73081,74404
51097, Virginia,King and Queen ,6945,7032,7070,7107,7168,7197,7159
51099, Virginia,King George ,23584,24286,24615,24933,25310,25456,25984
51101, Virginia,King William ,15935,15990,15979,16092,16143,16231,16334
51103, Virginia,Lancaster ,11391,11341,11223,11106,10994,10982,10972
51105, Virginia,Lee ,25587,25661,25556,25207,24903,24712,24179
51107, Virginia,Loudoun ,312311,326921,338196,350678,362798,374559,385945
51109, Virginia,Louisa ,33153,33528,33535,34014,34349,34618,35236
51111, Virginia,Lunenburg ,12914,12908,12633,12525,12483,12337,12273
51113, Virginia,Madison ,13308,13175,13180,13149,13109,13092,13078
51115, Virginia,Mathews ,8978,8949,8903,8901,8789,8866,8782
51117, Virginia,Mecklenburg ,32727,32568,31738,31277,31126,31011,30892
51119, Virginia,Middlesex ,10959,10830,10817,10737,10633,10676,10778
51121, Virginia,Montgomery ,94392,94838,95736,96812,97348,97636,98602
51125, Virginia,Nelson ,15020,15039,14825,14798,14873,14788,14869
51127, Virginia,New Kent ,18429,18773,19159,19504,20019,20424,21147
51131, Virginia,Northampton ,12389,12419,12214,12036,12064,12139,12139
51133, Virginia,Northumberland ,12330,12420,12366,12251,12265,12256,12222
51135, Virginia,Nottoway ,15853,15895,15775,15663,15519,15651,15595
51137, Virginia,Orange ,33481,33861,34166,34548,34873,35244,35533
51139, Virginia,Page ,24042,23997,23885,23752,23827,23679,23654
51141, Virginia,Patrick ,18490,18372,18406,18303,18228,18041,17923
51143, Virginia,Pittsylvania ,63506,63445,63032,62678,62483,62079,61687
51145, Virginia,Powhatan ,28046,28121,28172,28290,28477,28047,28443
51147, Virginia,Prince Edward ,23368,23192,23188,22781,23055,23221,23142
51149, Virginia,Prince George ,35725,36755,37152,37470,37545,38308,37845
51153, Virginia,Prince William ,402002,419670,430368,438531,443863,450179,455210
51155, Virginia,Pulaski ,34872,34746,34746,34512,34315,34308,34203
51157, Virginia,Rappahannock ,7373,7499,7454,7475,7361,7401,7388
51159, Virginia,Richmond ,9254,9184,9037,8916,8841,8774,8774
51161, Virginia,Roanoke ,92376,92958,92991,93616,93720,93916,94031
51163, Virginia,Rockbridge ,22307,22544,22474,22458,22488,22437,22392
51165, Virginia,Rockingham ,76314,77125,77429,77784,78318,78860,79744
51167, Virginia,Russell ,28897,28662,28421,28265,27998,27809,27370
51169, Virginia,Scott ,23177,22968,22799,22626,22373,22160,21930
51171, Virginia,Shenandoah ,41993,42297,42615,42599,42845,43051,43175
51173, Virginia,Smyth ,32208,32025,31872,31727,31513,31389,31062
51175, Virginia,Southampton ,18570,18710,18575,18373,18282,18167,18057
51177, Virginia,Spotsylvania ,122397,124835,126194,127779,129318,130603,132010
51179, Virginia,Stafford ,128961,132266,134472,137071,140046,141792,144361
51181, Virginia,Surry ,7058,6943,6851,6798,6793,6670,6544
51183, Virginia,Sussex ,12087,12087,11929,11783,11731,11720,11504
51185, Virginia,Tazewell ,45078,44687,44242,44081,43429,42934,42150
51187, Virginia,Warren ,37575,37670,37996,38631,39105,39147,39155
51191, Virginia,Washington ,54876,54745,55047,54721,54534,54294,54214
51193, Virginia,Westmoreland ,17454,17633,17518,17553,17423,17553,17592
51195, Virginia,Wise ,41452,41426,40890,40672,39925,39654,39228
51197, Virginia,Wythe ,29235,29191,29300,29289,29059,29191,29016
51199, Virginia,York ,65464,65882,65902,66128,66628,67963,67976
51510, Virginia,Alexandria city,139966,144651,147357,149819,151206,153172,155810
51515, Virginia,Bristol city,17835,17810,17797,17486,17302,17157,16960
51520, Virginia,Buena Vista city,6650,6725,6766,6661,6578,6595,6452
51530, Virginia,Charlottesville city,43475,43723,44424,44863,45305,46185,46912
51540, Virginia,Chesapeake city,222209,225455,228325,230621,233652,235431,237940
51550, Virginia,Colonial Heights city,17411,17282,17370,17491,17488,17647,17772
51570, Virginia,Covington city,5961,5821,5746,5729,5667,5589,5518
51580, Virginia,Danville city,43055,42535,42697,42683,42395,42129,41898
51590, Virginia,Emporia city,5927,5807,5791,5661,5585,5482,5305
51595, Virginia,Fairfax city,22565,22696,23141,23534,23537,23723,24164
51600, Virginia,Falls Church city,12332,12731,13104,13396,13505,13964,14014
51610, Virginia,Franklin city,8582,8407,8441,8539,8392,8387,8306
51620, Virginia,Fredericksburg city,24286,25643,27065,27748,28190,27967,28297
51630, Virginia,Galax city,7042,6809,6845,6914,6887,6871,6775
51640, Virginia,Hampton city,137436,136517,137104,137321,137754,136354,135410
51650, Virginia,Harrisonburg city,48914,49745,51095,51253,52147,52322,53078
51660, Virginia,Hopewell city,22591,22480,22294,22150,22130,22350,22735
51670, Virginia,Lexington city,7042,6894,6933,7067,7062,7074,7045
51678, Virginia,Lynchburg city,75568,76612,77447,78204,78407,79505,80212
51680, Virginia,Manassas city,37821,39131,40324,41072,41264,41603,41483
51683, Virginia,Manassas Park city,14273,15172,15477,15939,15902,15902,15915
51685, Virginia,Martinsville city,13821,13702,13632,13588,13511,13577,13445
51690, Virginia,Newport News city,180719,180251,180247,181551,182420,181985,181825
51700, Virginia,Norfolk city,242803,243582,245962,245168,246245,246130,245115
51710, Virginia,Norton city,3958,4013,4048,4013,4038,3926,3864
51720, Virginia,Petersburg city,32420,31949,31850,32113,32097,32044,31882
51730, Virginia,Poquoson city,12150,12041,12122,12114,12027,12058,12017
51735, Virginia,Portsmouth city,95535,95811,96567,96185,95994,96356,95252
51740, Virginia,Radford city,16408,16775,16650,17072,17374,17350,17483
51750, Virginia,Richmond city,204214,206567,210826,213701,216541,219628,223170
51760, Virginia,Roanoke city,97032,96866,98143,99084,99791,99969,99660
51770, Virginia,Salem city,24802,24831,25007,25171,25318,25404,25549
51775, Virginia,Staunton city,23746,24034,23871,24207,24390,24338,24363
51790, Virginia,Suffolk city,84585,84780,85231,85784,86899,88116,89273
51800, Virginia,Virginia Beach city,437994,442886,445487,448604,450116,451854,452602
51810, Virginia,Waynesboro city,21006,21018,20990,21112,21254,21588,21887
51820, Virginia,Williamsburg city,14068,14326,14754,14911,14915,15144,15214
51830, Virginia,Winchester city,26203,26699,27084,27380,27408,27358,27516
51840, Washington,Adams ,18728,18875,18925,19061,19127,19150,19238
53001, Washington,Asotin ,21623,21917,21881,22113,22177,22089,22306
53003, Washington,Benton ,175177,180516,182486,184523,186562,190337,193686
53005, Washington,Chelan ,72453,73307,73654,73955,74418,75442,76338
53007, Washington,Clallam ,71404,71775,71824,72206,72722,73522,74570
53009, Washington,Clark ,425363,432507,437041,442365,449647,458394,467018
53011, Washington,Columbia ,4078,4015,3994,4015,3968,3938,3938
53013, Washington,Cowlitz ,102410,102378,101840,101784,102106,103378,105160
53015, Washington,Douglas ,38431,38793,39308,39463,39840,40565,41327
53017, Washington,Ferry ,7551,7684,7707,7645,7643,7584,7614
53019, Washington,Franklin ,78163,83125,85772,86525,87768,88825,90160
53021, Washington,Garfield ,2266,2250,2225,2248,2210,2225,2247
53023, Washington,Grant ,89120,90702,91486,91772,92723,93124,93546
53025, Washington,Grays Harbor ,72797,72349,71746,70989,70779,71023,71628
53027, Washington,Island ,78506,79005,79274,78593,79266,80796,82636
53029, Washington,Jefferson ,29872,29872,29822,30052,30204,30446,31139
53031, Washington,King ,1931249,1972444,2008763,2045874,2078886,2114256,2149970
53033, Washington,Kitsap ,251133,254451,254729,253114,254272,260514,264811
53035, Washington,Kittitas ,40915,41577,41630,41853,42518,43057,44866
53037, Washington,Klickitat ,20318,20690,20636,20855,20866,20993,21301
53039, Washington,Lewis ,75455,75691,75559,75126,75115,75754,77066
53041, Washington,Lincoln ,10570,10524,10445,10281,10243,10312,10350
53043, Washington,Mason ,60699,60920,60795,60563,60706,61036,62198
53045, Washington,Okanogan ,41120,41344,41242,41106,41236,41359,41554
53047, Washington,Pacific ,20920,20852,20560,20445,20575,20888,21249
53049, Washington,Pend Oreille ,13001,12931,12993,12892,12930,13066,13123
53051, Washington,Pierce ,795225,803190,811674,818619,830198,842676,861312
53053, Washington,San Juan ,15769,15822,15810,15875,16021,16234,16339
53055, Washington,Skagit ,116901,117759,117987,118679,120303,121724,123681
53057, Washington,Skamania ,11066,11134,11164,11258,11338,11309,11510
53059, Washington,Snohomish ,713335,722291,732378,745124,757958,770165,787620
53061, Washington,Spokane ,471221,473527,475881,479479,484337,490526,499072
53063, Washington,Stevens ,43531,43484,43566,43340,43573,43800,44439
53065, Washington,Thurston ,252264,256516,258803,262536,265809,269183,275222
53067, Washington,Wahkiakum ,3978,4014,3986,4052,4058,4022,4139
53069, Washington,Walla Walla ,58781,59496,59402,59497,59658,60149,60340
53071, Washington,Whatcom ,201140,203482,205008,206348,208325,212164,216800
53073, Washington,Whitman ,44776,45088,46662,46870,46936,48150,48851
53075, Washington,Yakima ,243231,246223,246568,246911,247175,248115,249636
53077, West Virginia,Barbour ,16589,16603,16866,16882,16914,16968,16831
54001, West Virginia,Berkeley ,104169,105687,106987,108481,110238,111635,113525
54003, West Virginia,Boone ,24629,24450,24374,24078,23696,23263,22816
54005, West Virginia,Braxton ,14523,14545,14491,14441,14451,14460,14471
54007, West Virginia,Brooke ,24069,23932,23802,23708,23528,23348,22977
54009, West Virginia,Cabell ,96319,96545,96907,96938,96632,96653,95987
54011, West Virginia,Calhoun ,7627,7640,7595,7539,7512,7430,7336
54013, West Virginia,Clay ,9386,9389,9263,9205,8934,8905,8859
54015, West Virginia,Doddridge ,8202,8182,8213,8413,8272,8506,8413
54017, West Virginia,Fayette ,46039,45970,45939,45634,45242,44822,44323
54019, West Virginia,Gilmer ,8693,8769,8774,8636,8505,8320,8249
54021, West Virginia,Grant ,11937,11945,11856,11798,11697,11765,11732
54023, West Virginia,Greenbrier ,35480,35718,35880,35793,35516,35433,35279
54025, West Virginia,Hampshire ,23964,23802,23688,23468,23488,23331,23301
54027, West Virginia,Hancock ,30676,30514,30341,30246,30101,29844,29590
54029, West Virginia,Hardy ,14025,14001,13909,14011,13999,13904,13889
54031, West Virginia,Harrison ,69099,69272,69155,68955,68793,68570,68400
54033, West Virginia,Jackson ,29211,29332,29318,29231,29138,29158,29152
54035, West Virginia,Jefferson ,53498,54347,54548,54897,55642,56199,56368
54037, West Virginia,Kanawha ,193063,191972,192159,191404,190167,188207,186241
54039, West Virginia,Lewis ,16372,16397,16440,16457,16456,16447,16309
54041, West Virginia,Lincoln ,21720,21616,21647,21551,21612,21370,21232
54043, West Virginia,Logan ,36743,36453,36336,35983,35295,34514,33700
54045, West Virginia,McDowell ,22113,21708,21335,20901,20291,19698,19141
54047, West Virginia,Marion ,56418,56625,56768,56725,56776,56771,56538
54049, West Virginia,Marshall ,33107,32831,32677,32569,32314,32126,31793
54051, West Virginia,Mason ,27324,27323,27233,27159,27076,27005,26825
54053, West Virginia,Mercer ,62264,62455,62382,61841,61646,61043,60468
54055, West Virginia,Mineral ,28212,28052,27894,27713,27600,27413,27411
54057, West Virginia,Mingo ,26839,26591,26186,25974,25691,25249,24647
54059, West Virginia,Monongalia ,96189,98677,100523,101963,103037,103991,104622
54061, West Virginia,Monroe ,13502,13546,13510,13515,13583,13501,13370
54063, West Virginia,Morgan ,17541,17456,17451,17448,17515,17523,17632
54065, West Virginia,Nicholas ,26233,26148,26226,25925,25705,25547,25311
54067, West Virginia,Ohio ,44443,44178,44042,43673,43161,42893,42516
54069, West Virginia,Pendleton ,7695,7562,7516,7415,7288,7186,7051
54071, West Virginia,Pleasants ,7605,7605,7595,7592,7675,7609,7591
54073, West Virginia,Pocahontas ,8719,8836,8714,8676,8647,8561,8501
54075, West Virginia,Preston ,33520,33618,33895,33695,33872,33744,33758
54077, West Virginia,Putnam ,55486,56078,56531,56597,56845,56799,56941
54079, West Virginia,Raleigh ,78859,79233,79201,78780,78238,77433,76601
54081, West Virginia,Randolph ,29405,29422,29408,29539,29308,29174,29006
54083, West Virginia,Ritchie ,10449,10357,10274,10080,10000,9991,9875
54085, West Virginia,Roane ,14926,14808,14696,14624,14606,14430,14208
54087, West Virginia,Summers ,13927,13865,13803,13571,13304,13073,12872
54089, West Virginia,Taylor ,16895,16928,16993,16984,17044,16864,16859
54091, West Virginia,Tucker ,7141,7028,6923,6924,6905,6933,6926
54093, West Virginia,Tyler ,9208,9102,9031,8982,9062,8953,8972
54095, West Virginia,Upshur ,24254,24261,24488,24629,24661,24726,24658
54097, West Virginia,Wayne ,42481,41960,41725,41653,41304,40974,40531
54099, West Virginia,Webster ,9154,9162,9027,8873,8821,8732,8646
54101, West Virginia,Wetzel ,16583,16405,16406,16175,15951,15813,15640
54103, West Virginia,Wirt ,5717,5797,5810,5865,5810,5840,5806
54105, West Virginia,Wood ,86956,86808,86560,86458,86394,86254,85643
54107, West Virginia,Wyoming ,23796,23466,23249,22964,22556,22152,21763
54109, Wisconsin,Adams ,20875,20919,20540,20494,20205,20161,20069
55001, Wisconsin,Ashland ,16157,16081,15914,16068,16101,15883,15714
55003, Wisconsin,Barron ,45870,45906,45789,45620,45446,45474,45412
55005, Wisconsin,Bayfield ,15014,15102,15080,15099,14931,14936,14891
55007, Wisconsin,Brown ,248007,250551,252981,254592,256612,258520,260401
55009, Wisconsin,Buffalo ,13587,13479,13354,13383,13222,13220,13099
55011, Wisconsin,Burnett ,15457,15504,15357,15305,15278,15142,15213
55013, Wisconsin,Calumet ,48971,49711,49732,49683,49507,49792,49553
55015, Wisconsin,Chippewa ,62415,62909,63019,63145,63426,63535,63649
55017, Wisconsin,Clark ,34690,34735,34461,34561,34412,34441,34557
55019, Wisconsin,Columbia ,56833,56691,56423,56572,56574,56754,56927
55021, Wisconsin,Crawford ,16644,16688,16543,16423,16394,16394,16321
55023, Wisconsin,Dane ,488073,496460,503438,510007,516494,522878,531273
55025, Wisconsin,Dodge ,88759,88728,88570,88359,88587,88434,88068
55027, Wisconsin,Door ,27785,27878,27690,27822,27705,27540,27587
55029, Wisconsin,Douglas ,44159,43975,43800,43818,43775,43623,43509
55031, Wisconsin,Dunn ,43857,43882,43939,44221,44325,44552,44704
55033, Wisconsin,Eau Claire ,98736,99933,100905,101819,101725,102119,102965
55035, Wisconsin,Florence ,4423,4497,4475,4509,4473,4467,4456
55037, Wisconsin,Fond du Lac ,101633,101902,101865,101868,102018,101943,102144
55039, Wisconsin,Forest ,9304,9260,9181,9120,9132,9043,9064
55041, Wisconsin,Grant ,51208,51244,51018,51219,51861,52303,52214
55043, Wisconsin,Green ,36842,36980,36896,37099,37028,37153,37075
55045, Wisconsin,Green Lake ,19051,19099,19069,18961,18829,18829,18719
55047, Wisconsin,Iowa ,23687,23766,23746,23728,23796,23829,23654
55049, Wisconsin,Iron ,5916,6000,5940,5883,5916,5786,5726
55051, Wisconsin,Jackson ,20449,20523,20472,20574,20631,20589,20562
55053, Wisconsin,Jefferson ,83686,83882,84400,84576,84450,84640,84625
55055, Wisconsin,Juneau ,26664,26675,26725,26516,26275,26204,26274
55057, Wisconsin,Kenosha ,166426,166923,167434,167572,168122,168168,168183
55059, Wisconsin,Kewaunee ,20574,20607,20603,20458,20446,20381,20405
55061, Wisconsin,La Crosse ,114638,115259,116704,117073,117731,118060,118122
55063, Wisconsin,Lafayette ,16836,16947,16855,16735,16812,16812,16753
55065, Wisconsin,Langlade ,19977,19892,19740,19550,19372,19189,19221
55067, Wisconsin,Lincoln ,28743,28456,28481,28353,28152,27966,27902
55069, Wisconsin,Manitowoc ,81442,81171,80862,80632,80145,79717,79536
55071, Wisconsin,Marathon ,134063,134509,134621,135242,135589,135782,135603
55073, Wisconsin,Marinette ,41749,41425,41455,41439,41209,40854,40491
55075, Wisconsin,Marquette ,15404,15345,15180,15103,15002,15056,15067
55077, Wisconsin,Menominee ,4232,4379,4369,4363,4494,4514,4533
55078, Wisconsin,Milwaukee ,947735,951535,954867,956717,957185,956314,951448
